stamp,topic,COVARIANCE_TYPE_APPROXIMATED,COVARIANCE_TYPE_DIAGONAL_KNOWN,COVARIANCE_TYPE_KNOWN,COVARIANCE_TYPE_UNKNOWN,SLOT_TYPES,altitude,get_fields_and_field_types,header.SLOT_TYPES,header.frame_id,header.get_fields_and_field_types,header.stamp.SLOT_TYPES,header.stamp.get_fields_and_field_types,header.stamp.nanosec,header.stamp.sec,latitude,longitude,position_covariance,position_covariance_type,status.SERVICE_COMPASS,status.SERVICE_GALILEO,status.SERVICE_GLONASS,status.SERVICE_GPS,status.SLOT_TYPES,status.STATUS_FIX,status.STATUS_GBAS_FIX,status.STATUS_NO_FIX,status.STATUS_SBAS_FIX,status.get_fields_and_field_types,status.service,status.status
1696274254.619876,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2169017503038,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,619875830,1696274254,42.29867051915424,-83.70027508738845,"[2.94810961e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.37010570e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.92400640e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274254.6633666,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2216294677928,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,663366447,1696274254,42.298670316640084,-83.70027942980212,"[2.98053370e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.45835817e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.95110623e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274254.7151003,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.22684599552304,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,715100187,1696274254,42.29867007161345,-83.70028379483936,"[3.01231466e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.55071406e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.97916722e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274254.7638974,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2262945584953,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,763897389,1696274254,42.29866985496026,-83.70028815191908,"[3.04539835e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.63436973e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.00603879e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274254.8156507,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.22126542776823,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,815650734,1696274254,42.298669620282666,-83.70029251511951,"[3.07711784e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.71837359e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.03360153e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274254.8653436,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.22314108349383,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,865343584,1696274254,42.29866944501785,-83.7002968787914,"[3.11191867e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.82388792e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.06322715e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274254.9131973,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.22169193904847,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,913197190,1696274254,42.29866925511618,-83.7003012791999,"[3.14442466e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.92368226e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.09210805e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274254.9650881,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.22510229982436,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,965088075,1696274254,42.298669052554196,-83.70030568388944,"[3.17630429e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.00661719e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.11883887e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.0552094,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2284239102155,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,55209312,1696274255,42.29866887173128,-83.70031011775231,"[3.21466173e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.11594637e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.14972261e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.0872598,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2385537791997,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,87259838,1696274255,42.29866868352238,-83.70031454319417,"[3.43966760e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.72958834e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.30471848e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.1199028,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.237939408049,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,119902961,1696274255,42.2986684850116,-83.70031893984856,"[3.47704897e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.83554596e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.33442481e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.189365,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2380896890536,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,189364825,1696274255,42.29866831398874,-83.7003233161585,"[3.51856684e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.94386621e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.36562899e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.215124,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.24486644752324,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,215123843,1696274255,42.298668134048114,-83.70032776733272,"[3.55501110e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.04132472e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.39416287e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.2653053,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2542518088594,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,265305256,1696274255,42.29866797181024,-83.7003322105404,"[3.59716754e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.16261987e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.42710613e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.317136,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2586214756593,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,317136058,1696274255,42.298667830835925,-83.7003366416741,"[3.62980777e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.25675440e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.45449953e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.3638954,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.2619860228151,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,363895350,1696274255,42.29866764494355,-83.70034111585868,"[2.80591074e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.98219534e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.80465583e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
1696274255.4157405,/vehicle/gps/fix,1,2,3,0,"(<rosidl_parser.definition.NamespacedType object at 0x7fae4202f850>, <rosidl_parser.definition.NamespacedType object at 0x7fae4202f880>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8b0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f8e0>, <rosidl_parser.definition.BasicType object at 0x7fae4202f910>, <rosidl_parser.definition.Array object at 0x7fae4202f970>, <rosidl_parser.definition.BasicType object at 0x7fae4202f9a0>)",265.26578739099205,<bound method NavSatFix.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_fix.NavSatFix'>>,"(<rosidl_parser.definition.NamespacedType object at 0x7fae42087b20>, <rosidl_parser.definition.UnboundedString object at 0x7fae42405be0>)",,<bound method Header.get_fields_and_field_types of <class 'std_msgs.msg._header.Header'>>,"(<rosidl_parser.definition.BasicType object at 0x7fae420d78e0>, <rosidl_parser.definition.BasicType object at 0x7fae420d7910>)",<bound method Time.get_fields_and_field_types of <class 'builtin_interfaces.msg._time.Time'>>,415740453,1696274255,42.29866749215761,-83.70034557645282,"[2.83901550e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.06967967e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.83164597e-04]",2,4,8,2,1,"(<rosidl_parser.definition.BasicType object at 0x7fae4202fee0>, <rosidl_parser.definition.BasicType object at 0x7fae4202ff10>)",0,2,-1,1,<bound method NavSatStatus.get_fields_and_field_types of <class 'sensor_msgs.msg._nav_sat_status.NavSatStatus'>>,0,0
